Petrol,Diesel,Coke,LPG,Bitumen,Waste
51.16642766422962,21.36544006807588,5.457912516934682,16.048360839157944,3.502045675406469,4.156003663625127
51.56089281724474,21.32181744036667,5.746607316030726,16.71830750365858,3.555385138720402,4.12305651570968
50.75479957185507,21.477737052390395,5.541882026085849,16.160485524579762,3.5846172284994435,3.9689528135036833
51.50930826766241,21.419228586602934,5.463902143531352,15.930837506920193,3.465911939582614,4.11548290755672
51.65027534983733,21.641969143055245,5.145631901197883,15.57112698821868,3.625285442231222,4.152769011775475
52.181851300057765,20.70512411408486,5.43592703155403,16.10979842436525,3.4901676445397536,4.229973621621411
50.37969823210344,22.10457659307518,5.4806148341286125,15.771649241072735,3.9251585009733563,4.037734731646049
52.132674277671406,21.293588801898164,5.575559674995053,16.47107577256533,3.564820714083792,4.0755491842661655
52.099174148911786,20.362536370978198,5.843677796144953,16.680645282287188,3.3404728858454398,4.195924815570452
50.510696380270474,21.499426484791964,5.306092772371685,15.839578028872193,3.6359240692275008,4.171031167479978
51.00700217919348,21.104426798581752,5.814619051370422,16.05725249872484,3.5127613776032316,4.182706342012098
51.16117809066391,21.409636651620342,5.385835738185247,15.751547480348187,3.8743647632840976,4.031011563082163
51.01509056706751,21.632857654870286,5.462400446260366,15.90273682346228,3.8108255957733794,4.231529363526417
51.2999522457019,21.51667151644023,5.59467722618879,16.247205157083382,3.5485762268272185,4.250442384954397
51.05311581183353,21.429620120876464,5.502537008576432,16.206495699864668,3.6629278926078377,4.3120529743248355
50.4943560654579,21.654602666427493,5.318721316056169,15.64302507969646,3.9648229465001505,4.036948473009468
50.49564455565593,21.54178069670967,5.0022597260738415,15.364877219144741,3.856282232893774,4.075133395578774
51.822269798763294,20.86461083890149,5.5652621369714455,16.20765672660931,3.5726163596458855,4.037578854732329
50.5295123923078,21.80010662373475,5.259796975543139,15.118028315563121,3.889783943475542,4.024553431163217
51.05497368935042,21.16490756530839,5.772739272350089,16.19357371570018,3.6176840664312784,4.080050999090518
51.98906483910965,21.3475577456614,5.192625403553541,16.086155511883746,3.451951613742628,4.122915281534523
51.57935375399228,21.574470388948058,5.428591900867088,15.863088815143254,3.7381121833699242,4.1373159727789135
50.73120061099048,21.33928936216061,5.497962577378577,15.537288060103013,3.57474812627643,3.970042161078723
50.95009030649832,21.480522005995628,5.1365120758007725,16.07339014675409,3.4990348906636126,4.101401465928357
52.541666209430595,21.256156810328473,5.448786123778539,17.223845239677107,3.2622413222663353,4.414043049840245
51.47522663418655,21.43383636193059,5.873339780151387,16.152768418858518,3.6407445171528448,4.133817940347686
51.32541327507805,21.874091751764002,5.315706700905079,16.128706272731886,3.628566115078027,4.042164091697158
