Pressure,Temperature,Catalyst,CrudeDensity
26.45711853650854,535.9934283060225,8.714273308277363,30.296035321070352
23.05711206899932,535.0964019520956,8.624349776492698,29.782200664635173
23.21867024983744,537.0407193432496,8.58266040141522,29.592914472770897
25.868364727103703,539.162776730661,8.752202533789376,29.54100575197847
24.90349352893125,536.0182313800748,8.79339428785216,30.11706084933528
24.317242324069355,536.3860171723824,8.612430336383243,30.01591251993066
26.523441825991707,540.3778898806728,8.658885402295216,29.320286121250007
25.281189073133365,539.1164190286478,8.716339885053609,29.33697235209371
25.078686080334165,537.0010945231301,8.897009860713466,29.766243340914556
26.169742961132574,539.3795667543008,8.443077476162744,30.488728578503178
24.437336507584654,537.7174312353272,8.77083175455299,29.816735497836863
27.35277847820883,538.0575569602611,8.794259943811072,29.291440966546194
23.81792856515049,539.812141114357,8.655120924069923,29.986372439826866
25.98539359951313,535.8348345289671,8.691411677699515,30.04870687200377
27.150749257989766,536.5382526070742,8.759633633218863,29.287154281799886
22.93405676609185,539.1832667602846,8.723371191532694,29.420786148702206
24.484997236221325,538.5945485586097,8.896240700480748,30.401651310656135
26.713311089328336,541.5532552936455,8.736599135538428,29.41446822227071
26.735866821596538,539.4050194485118,8.812456966751036,30.42272348123969
24.742756599417643,538.6841120710891,8.771360394360025,29.256315874950836
23.897993359484712,544.7186135915524,8.795746510626163,29.274976320305942
26.433903733496145,541.6049171392993,8.648595748397236,30.041255393878927
26.775323653872405,542.450862481175,8.746453531181096,29.65236303084747
23.25300497723141,539.7154678726661,8.719778232638077,29.762289596945923
23.19412952655043,541.7148321683288,7.216755925970393,30.105509754845105
25.3378850229754,543.2532193679948,7.380880173724941,29.747609864485725
25.94404095014334,540.9459899083415,7.086838286226475,29.555611030350352
24.55139637215492,544.20450092788,7.423073848836499,30.274933983099622
26.018940729973522,542.4451949074477,7.066502901448558,30.1200376968672
23.934795089743925,543.2444227283623,7.273005760842963,30.05130973899018
21.827959601389395,542.7934532012439,7.38249461348737,30.020610253717358
24.364148391501107,547.8579620491349,7.169540239697089,29.62871465700714
25.094848219769652,544.2702157555575,7.3307523945968285,29.524469925682503
24.586240060155315,542.3126580736488,7.319940659995533,29.85731663158364
23.262095104510774,546.1909226106279,7.321041623138374,29.637004123291156
22.276526536181773,542.2086176453225,7.253508263368682,30.02344409358849
24.22886679344815,545.1590782505933,7.241848510564261,29.833861573667424
26.346483657474614,540.8995042161764,7.13136589874813,30.038686531501344
26.884296159120524,542.2263052443707,7.277980097043985,29.983234861935724
26.781570076207682,545.3264833591496,7.380129509620907,30.912316953591787
23.77613569727717,546.4459585806313,7.242768326131556,29.33658390619959
23.269440514554454,545.3341570509897,7.247755993975345,29.936008482270374
25.744951922469845,544.7686183692724,7.447344583497033,29.475829169505776
25.952650017396888,544.3922895478324,7.272028531039806,29.788146667155598
25.600254407800747,542.0181300605784,7.323594403236318,29.62117911516236
21.978905088643355,543.5022847072617,7.34195030174684,30.349169314783126
23.6996731226748,543.973662836276,7.271963268431873,29.292726120730237
24.955466814571032,546.9483856907692,7.356504050074779,30.420085898937774
25.73082729194564,545.4468968707563,6.289385805252675,30.29452667296939
26.15096104390373,541.1455208493893,6.280802838089264,31.05738998921688
25.21638028342306,545.2182542953918,6.291983851124111,30.931188340777773
25.496175709807353,543.6850925533168,5.982174072816751,29.630721324542403
25.127298187541655,542.9734291890036,6.073253605614018,30.648111772193026
26.028429061327724,545.4096652190699,6.138997889143938,29.86750185219152
25.469298477236368,546.0945706266513,6.1108502208654585,30.18191044968101
25.09860649007093,545.7288241418153,6.118435497307816,30.889727758977827
24.59744680129393,542.0091859372488,6.2794020663914205,29.650574249865024
25.121937137563723,542.878466608304,6.201137120162699,30.057652227892856
25.72688706825891,543.9568672490376,6.176760506032719,29.055976563066707
25.40121308334709,545.031340116845,6.167889451047608,30.47364839129352
25.57123962751788,541.8965691681253,6.150431935100404,31.081007053420237
27.014082792026777,542.247339271325,6.1662523359556545,30.31631030468367
25.39774588411988,540.1591273557963,6.329204666905108,30.71373982791917
24.026502219290265,539.7222680784387,6.014023443022234,30.60065742399937
26.325410178991255,543.4727186519318,6.317890504141225,29.67638128553373
22.950702493496625,544.2836058878229,6.419813406523916,30.19178281657618
23.37787992889107,541.1414222935915,6.317130005315749,30.276634070811028
25.503770897080102,542.9980803797032,6.09145237122809,29.446476542896722
25.774595001679867,541.4115236468991,6.14179257179645,30.75201306971325
23.132423164744008,539.0873352869827,6.293775598891147,29.777334732283197
24.425773778519876,540.7822076240296,6.165580130529177,29.921270747847405
24.090874251670513,542.8102922199178,6.139844669965347,29.89785997902211
24.269985515677604,539.3307831725848,8.978356501435023,30.04842383411507
26.415396664409418,542.1938138123112,8.87626945355091,31.49452096202446
26.059758195320878,533.4814727459783,8.975428725307282,29.726414368562835
24.97131673021944,540.0160276047841,8.867832967733555,29.256752634001327
24.181057109327607,538.1928847498618,9.060701927141873,30.111485073703207
22.97552549466979,537.0631440196065,8.90402141154289,29.598179195089056
27.130277408172923,537.4833460280374,8.993604808048289,29.825372166035553
25.88817085042738,532.9601527558632,8.944010402117398,30.339599138333362
23.93999634389029,536.1287204350776,9.02665960380629,29.485905983688895
26.079399246437337,536.9128814009064,9.070687943008206,29.847630014450072
24.89466456913806,538.7833687569262,9.01710439697989,30.176168559995396
24.569335742706485,534.4188132639842,8.918423046074881,29.64050841407375
25.652817292434403,533.4655060143191,8.932138313900065,30.009897199472416
23.88775262513091,533.7060038833325,9.224444557382041,30.17589139261187
24.484365220734833,536.167751091134,9.083305944086304,29.97152226096176
25.18219159629932,534.6228004368652,8.96866874086486,30.108145369521285
24.25082321067218,532.5355687067691,8.931038455671144,30.208098942687243
26.003627815401288,534.2533694678216,8.844560249705964,29.693062169827844
27.80359975551739,533.0552021143739,9.101277878666744,29.295590873350825
23.868552801089287,534.4355252417483,8.917364207274513,29.511900443122602
22.502312055543932,530.7347979128432,9.093828067815851,29.43059713838744
21.997389748785608,531.1282291638181,9.071201016175909,30.645909072883224
