Petrol,Diesel,Coke,LPG,Bitumen,Waste
59.676062661554106,14.560369969729296,9.366591106723739,25.11254777329324,0.0,0.5
57.539256417109854,14.556277117445461,8.732407432064766,22.679547231665897,0.0,0.5
58.77753388336323,16.293245067268465,8.76808823473442,21.60438512945682,0.0,0.5
59.84902362382734,14.464437786072812,9.9420683118467,25.190510292088486,0.0,0.5
59.51604390943456,14.65095213118436,9.083103771143747,24.34946064384165,0.0,0.5
58.2664806800257,13.449389893395884,9.155397289315603,24.923466271226484,0.0,0.5
59.62606680888873,13.649561241324509,8.776858354958677,25.672942014994792,0.0,0.5
59.74693506753621,13.361008005838821,9.552680206262467,25.2575648662868,0.0,0.5
58.117937883957474,14.300705936985116,9.616325197891562,24.357437340108447,0.10502059461660984,0.5
58.90167589416538,16.452010623386947,9.152227851964193,26.33193195072249,0.0,0.5
58.76568798702327,16.143763004329557,9.382239991480647,24.014017053337366,0.0,0.5
61.225026614878004,14.170342784710206,10.107847139201922,26.360495140576326,0.0,0.5
58.753106451569124,13.833702604182637,9.464734234433518,26.053352248188165,0.0,0.5
59.09424859775775,15.736190857739313,9.46084445843312,24.21378455608427,0.0,0.5
58.20743061736963,15.814283849453327,9.557803727182119,25.316794810418553,0.0,0.5
58.19301498409718,14.07839328109363,9.037546973230874,24.945958989099132,0.0,0.5
60.37790106725312,16.74217467685037,9.223870401078162,26.88610815277402,0.0,0.5
58.2013943213365,13.419086650217247,9.805067943384543,25.05288791432648,0.0,0.5
61.227030907099476,14.298543964690193,7.96937807485228,26.402214401062572,0.0,0.5
57.943647794378826,14.17469120697275,9.439668001648545,23.955256667292797,0.0,0.5
59.55463156984664,13.02064150661904,10.440197106391752,26.545133636033704,0.0,0.5
60.45533671240889,13.110883037642035,8.847900478984409,26.062658744272838,0.0,0.5
60.679329326720584,14.677403207677857,8.980353617724486,26.522198653677147,0.0,0.5
59.64943431426129,14.117664767654484,9.438353104104607,25.946974985581452,0.6151222699735741,0.5
58.21373327061115,17.376832547093183,8.010751120405903,24.535498410290245,0.0,0.5
57.40666008242807,15.497274973520112,9.451453311604165,23.18362575829723,0.0,0.5
58.10129964506454,15.53704662742392,8.34669371832063,23.177889642033772,0.0,0.5
58.65672016605974,16.688527900472266,9.180258032017099,23.345863247838494,0.0,0.5
61.187197465576276,15.930717461204708,8.107454224683327,24.591213707419584,0.0,0.5
59.20343840241969,15.60354434901886,9.758637833907311,26.244214292606394,0.0,0.5
57.765904766046305,14.239107171112488,9.880006578851974,24.36530042646319,0.0,0.5
59.34930156662622,13.842384645398095,9.742777751122569,25.299949491313487,0.0,0.5
59.80068307622589,15.502432239606756,8.659061035459281,24.61691756971534,0.0,0.5
59.982193269322195,15.770527401082113,8.714805277795646,25.203593341820596,0.0,0.5
59.1694433117722,13.648350439720673,8.130630076452501,25.70551352660672,0.0,0.5
58.71352988496039,17.423535855879518,9.316950474371993,24.507690174457707,0.0,0.5
59.87619638112781,14.342497998153247,9.003473061926787,24.38308023720847,0.0,0.5
57.54099599528551,16.555608676198034,8.449447788983907,25.265759055400345,0.0,0.5
59.18188830692505,15.313291265269521,8.237228791449933,26.033313210065717,0.02940907959996153,0.5
60.32097788423729,15.315265683788473,9.23262423237851,26.49081849709667,0.0,0.5
59.837940369136945,13.801791292467472,9.450077310265637,24.31481013655763,0.0,0.5
59.36698620453665,14.758144889267019,8.957006883181464,23.129975900671166,0.0,0.5
57.64905384843071,12.780175125311708,9.32669194148453,25.117714351808022,0.0,0.5
59.386584375235856,15.735222459147494,9.876313569310273,26.61832390785807,0.0,0.5
57.76188880679692,15.661870507372212,8.335994012419215,22.872314048961204,0.0,0.5
61.06420004602874,16.814501169252576,8.095740905009928,24.84667770036544,0.0,0.5
60.56531004145183,14.576670814885603,8.618674553073156,26.684986906034133,0.6043144423161759,0.5
58.932657230410136,13.42447883350786,9.589732304946041,26.8143171275329,0.0,0.5
57.965917014051,16.816564660702053,8.508563034901636,25.087860537403564,0.0,0.5
56.052527794480085,16.055277140978927,7.431392622497382,23.12181482783539,0.0,0.5
59.85238354385692,12.02842494677699,8.445218616105302,26.441412800801604,0.0,0.5
57.285450231593224,16.042769252284796,8.00272568712795,24.051471681632993,0.0,0.5
58.60534872825185,16.93825009635987,8.05554950543128,22.138775008749903,0.0,0.5
57.92126367168278,16.475271524223103,8.641345070206427,26.111092925755226,0.2324242889665764,0.5
57.13951109060951,14.388935913029371,8.056901238250198,23.78152464037007,0.0,0.5
59.26294863569889,16.13728473236648,7.238969678763242,28.08818414802172,0.0,0.5
59.07042388654394,16.199149246255836,8.38107924994086,23.9881485496944,0.0,0.5
58.07938465939411,16.31237636926127,8.08523848452628,24.76294762808421,0.0,0.5
56.741590264213045,14.538738613177841,8.21348742006339,24.388493907983467,0.9367046086777444,0.5
58.5839393576671,15.89448804565311,8.350264596440502,24.47932771363969,0.0,0.5
58.92783887252555,17.414031416231317,8.11672670672168,25.14659366345401,0.0,0.5
57.88821445462915,14.043106000053022,6.955480358612592,24.467948424047513,0.0,0.5
56.92159475396141,16.293427399653048,7.907230796226612,24.18197829441209,0.0,0.5
59.62961914947141,17.544368784632713,7.632475664657416,22.788542153938767,0.0,0.5
56.60764141369788,16.98278933578948,8.202654031078954,24.287110741215603,1.8382018342094342,0.5
60.916787487220844,16.92751838381647,8.693962332255829,23.561617348878233,0.05812662974710614,0.5
57.88062156857677,16.927962684070597,7.108706343458935,24.588288699780914,0.0,0.5
58.611154446740855,17.37213258333843,6.82919743482676,24.503028736348394,0.0,0.5
58.35009037702111,17.22302887989594,7.043116868098502,24.38056925980554,0.0,0.5
56.39917555404496,13.802719488680346,8.35453148698991,24.981395959135973,0.0,0.5
58.91465439819953,15.549993265869807,7.793538845048154,24.75574258020367,0.4575001320382266,0.5
58.573395328714675,17.109695396749924,8.065607686162963,26.34090520498603,0.0,0.5
59.61168972370379,13.897894458817385,10.14151516258533,26.606124558386906,0.0,0.5
61.69373332880326,15.895576071897462,9.298403977017054,26.457305506253316,0.0,0.5
58.22590960175098,15.990500272435083,9.415312678028384,24.321877876782832,0.0,0.5
57.128859361368555,15.938052497952006,9.46655525639849,24.087175071653068,0.0,0.5
57.871310973692566,14.12732996044008,8.144798847176506,26.88221165141933,0.0,0.5
58.92959507545288,12.803946380210652,9.07838113118149,25.689513874270986,0.0,0.5
58.91387853849809,14.392260500718141,8.79361804093145,24.838800598800354,0.0,0.5
58.470277821606444,14.142780755413717,8.281948493264423,24.947287290264903,0.0,0.5
58.46696820865186,14.201196280567094,9.403038007242783,25.16433902810586,0.0,0.5
58.07191134443391,11.859118548148768,8.08877446516023,25.16450898310798,0.0,0.5
58.31560298564355,14.537448044585851,8.882088555725792,26.510804773940922,0.0,0.5
57.6115959045364,15.503978974032394,8.754753781856518,23.165649117606552,0.0,0.5
59.229457555858566,15.852741874888515,9.129908104456442,25.497336461145494,0.47153655516115234,0.5
58.038261221707764,16.18374673768925,9.968748023203073,26.229696797702758,0.0,0.5
60.16326529001299,15.134989613277371,8.057154499371695,24.05761117350601,0.0,0.5
57.75282989684192,14.544519329427326,8.941246682194105,22.916460637256765,0.0,0.5
59.579083145958144,16.843247231725066,8.50753621967897,24.99984106759676,0.0,0.5
57.87519299284691,15.879921987475985,9.034936342440524,25.61467799426262,0.0,0.5
57.845055749401595,14.962976530387794,10.356136489603692,23.668219027443264,0.0,0.5
58.09188708815631,14.908960922929685,8.307944673495987,23.29131894193768,0.0,0.5
