Pressure,Temperature,Riser Steam Rate,Catalyst Type,Catalyst Age,Catalyst-to-oil Ratio,CrudeDensity,Sulfur Content,Nitrogen Content,Conradson Carbon Residue Content
1.6793684977407084,532.7008815570201,2.9826028793432418,1.0,0.0,8.073476299899733,0.92,0.3,0.15,3.5
1.6500604509490975,531.5729295595567,3.096281686822212,1.0,0.041666666666666664,7.441561014330926,0.92,0.3,0.15,3.5
1.6208335029549634,533.8740552395805,3.061428798737544,1.0,0.08333333333333333,8.013523657574986,0.92,0.3,0.15,3.5
1.5979888295329985,534.9091897439582,2.8593072231469208,1.0,0.125,7.744938992247796,0.92,0.3,0.15,3.5
1.5862847396528974,533.6249870591109,3.0021535800663255,1.0,0.16666666666666666,7.808510535148228,0.92,0.3,0.15,3.5
1.5890334744923742,530.8634324775226,3.0191388682992253,1.0,0.20833333333333334,7.611116458339534,0.92,0.3,0.15,3.5
1.5941354741224396,533.7080158241249,3.1888654747126606,1.0,0.25,7.612641165015311,0.92,0.3,0.15,3.5
1.7319018740178092,534.9919277586328,2.8795830275876284,1.0,0.2916666666666667,7.702667410816052,0.92,0.3,0.15,3.5
1.694059550239336,536.1961873424094,3.114843227337665,1.0,0.3333333333333333,7.841271106962495,0.92,0.3,0.15,3.5
1.676888404875664,534.5880565861947,2.83231269839979,1.0,0.375,7.980778935788778,0.92,0.3,0.15,3.5
1.5491382485755152,531.6469204154181,3.1028874209204824,1.0,0.4166666666666667,8.028573139960407,0.92,0.3,0.15,3.5
1.6048610375572157,533.1221398166315,3.013557373824355,1.0,0.4583333333333333,7.6832203142311215,0.92,0.3,0.15,3.5
1.5376651385179914,532.0198523953816,3.11738872376663,1.0,0.5,7.674621964717502,0.92,0.3,0.15,3.5
1.5885968818613796,533.417523191154,3.1078290533725115,1.0,0.5416666666666666,7.817682137346052,0.92,0.3,0.15,3.5
1.7338276180367342,533.8479248192241,3.035640192088512,1.0,0.5833333333333334,7.239105198628134,0.92,0.3,0.15,3.5
1.6687769186888364,533.9499802244121,3.190333691099807,1.0,0.625,7.526682451551495,0.92,0.3,0.15,3.5
1.5603326602372158,530.8801567847902,2.9409168496868507,1.0,0.6666666666666666,7.5633198548690155,0.92,0.3,0.15,3.5
1.738245316844343,531.2879552441619,2.99300543369233,1.0,0.7083333333333334,7.871912728575771,0.92,0.3,0.15,3.5
1.621410952242548,534.2635522656669,3.0696235423957514,1.0,0.75,7.850704486399387,0.92,0.3,0.15,3.5
1.5631416658499073,531.8366789899189,3.217848696974849,1.0,0.7916666666666666,8.010330167251064,0.92,0.3,0.15,3.5
1.6665815871152656,534.91924895764,2.9214381064552097,1.0,0.8333333333333334,7.874520773983987,0.92,0.3,0.15,3.5
1.5840286592631385,532.1534367940741,3.247449268375637,1.0,0.875,7.547834195674468,0.92,0.3,0.15,3.5
1.7443833071412058,533.1659811662433,2.9176397893715187,1.0,0.9166666666666666,7.902997584202253,0.92,0.3,0.15,3.5
1.6832977310923614,534.2110604590257,3.1781692301239772,1.0,0.9583333333333334,7.538429620787448,0.92,0.3,0.15,3.5
1.6004413314385488,532.5201546510215,2.902893205111652,1.0,1.0,7.701553307851798,0.92,0.3,0.15,3.5
1.6247008988707903,531.4402921246985,3.027952504665243,1.0,1.0416666666666667,7.819236143120872,0.92,0.3,0.15,3.5
1.7588217097847256,532.4584344692196,3.053790141171733,1.0,1.0833333333333333,7.736501677716351,0.92,0.3,0.15,3.5
1.6031538099782594,531.7654644801703,3.0931776063027763,1.0,1.125,7.586191924238699,0.92,0.3,0.15,3.5
1.5844231700955393,532.565443012772,3.0143529786025747,1.0,1.1666666666666667,7.788509520604042,0.92,0.3,0.15,3.5
1.63935237913881,534.2471488477762,2.9026378701567355,1.0,1.2083333333333333,7.593646264708017,0.92,0.3,0.15,3.5
1.6342320100164658,532.1567380357893,3.0304372581403727,1.0,1.25,7.262191534761155,0.92,0.3,0.15,3.5
1.6191155497726102,533.0225944696987,3.2231833972101205,1.0,1.2916666666666667,7.90331441939772,0.92,0.3,0.15,3.5
1.7082258017634935,534.4257381922231,3.0459505355638354,1.0,1.3333333333333333,7.544504239711846,0.92,0.3,0.15,3.5
1.658234413999133,536.6906783347316,3.0368080802218804,1.0,1.375,7.5880418728583106,0.92,0.3,0.15,3.5
1.6535310117774453,533.0988419948224,3.2021860317696995,1.0,1.4166666666666667,7.8413474114592026,0.92,0.3,0.15,3.5
1.6826030861118124,532.3110526606446,3.107208653476164,1.0,1.4583333333333333,7.825165687624426,0.92,0.3,0.15,3.5
1.6447094464875405,533.6613421845213,3.048969308455955,1.0,1.5,7.665579229363167,0.92,0.3,0.15,3.5
1.7177206517366008,535.3985890234186,3.1512431093998323,1.0,1.5416666666666667,7.622588169738408,0.92,0.3,0.15,3.5
1.6835409404527546,533.6997292089153,3.070590210049842,1.0,1.5833333333333333,7.924329090281731,0.92,0.3,0.15,3.5
1.7336776999980026,531.0372853090879,3.167096621293142,1.0,1.625,7.956586812704393,0.92,0.3,0.15,3.5
1.7102135654867043,532.8910839784838,3.0259902137009953,1.0,1.6666666666666667,7.900878097026372,0.92,0.3,0.15,3.5
1.7138123772601173,537.0963593403156,3.0083522719852334,1.0,1.7083333333333333,7.558362277580513,0.92,0.3,0.15,3.5
1.676628360288099,533.0661468838931,2.9939888682553955,1.0,1.75,7.9810116205077835,0.92,0.3,0.15,3.5
1.5980456178159956,532.4525814303196,3.131335268195372,1.0,1.7916666666666667,7.843960146724897,0.92,0.3,0.15,3.5
1.6864609127989838,533.969893787959,3.0802322452456035,1.0,1.8333333333333333,7.665142931964118,0.92,0.3,0.15,3.5
1.7493821487562364,533.3051484877033,3.160168922324602,1.0,1.875,7.999581039321364,0.92,0.3,0.15,3.5
1.6671703320939006,535.2754286817412,3.1156268574448664,1.0,1.9166666666666667,7.916922250579637,0.92,0.3,0.15,3.5
1.631362823793907,531.902099514599,3.1497017708703514,1.0,1.9583333333333333,7.932767724971152,0.92,0.3,0.15,3.5
1.6653961198700225,534.464625996463,3.0085209933221075,1.0,2.0,8.029899324976812,0.92,0.3,0.15,3.5
1.7080388609901578,532.0349433869212,3.011672471845589,1.0,2.0416666666666665,7.40848794629003,0.92,0.3,0.15,3.5
1.6636945581909923,533.5534245549356,3.180128260220708,1.0,2.0833333333333335,7.8452200805553485,0.92,0.3,0.15,3.5
1.7405638849671647,533.2753880208365,3.130978378541541,1.0,2.125,7.695032919485299,0.92,0.3,0.15,3.5
1.7004661779352939,535.4247493249453,3.05350111270224,1.0,2.1666666666666665,7.8948957607471675,0.92,0.3,0.15,3.5
1.6730720032864255,530.187643669475,3.121019391872209,1.0,2.2083333333333335,7.980205102110595,0.92,0.3,0.15,3.5
1.6379442152299537,532.2304358511917,3.11587848903949,1.0,2.25,7.844821704082855,0.92,0.3,0.15,3.5
1.5975488796397304,533.5223215137067,3.1658820281950284,1.0,2.2916666666666665,7.7206689441227745,0.92,0.3,0.15,3.5
1.7959570612819986,532.1401323716519,3.259075031759892,1.0,2.3333333333333335,7.742984047582944,0.92,0.3,0.15,3.5
1.6681891755310767,535.8422268464398,3.1878198696615896,1.0,2.375,7.629083459223284,0.92,0.3,0.15,3.5
1.749809696697523,533.6042317282668,3.1552702987185706,1.0,2.4166666666666665,7.894708106819599,0.92,0.3,0.15,3.5
1.7356969743952957,536.7749298606661,3.0955248677477094,1.0,2.4583333333333335,7.917833501967458,0.92,0.3,0.15,3.5
1.614604159952877,534.4929103752761,3.1102715061601693,1.0,2.5,7.921092204146366,0.92,0.3,0.15,3.5
1.7202013494241217,532.8220227547769,3.1345599789600587,1.0,2.5416666666666665,7.727582981772204,0.92,0.3,0.15,3.5
1.703182215791495,531.7021258896473,3.242816465538879,1.0,2.5833333333333335,8.075548236721774,0.92,0.3,0.15,3.5
1.6799824087260358,531.945617284438,3.0269322361144857,1.0,2.625,7.662127985151079,0.92,0.3,0.15,3.5
1.6513767378712743,532.6351504144016,2.9492210285522518,1.0,2.6666666666666665,7.613188731825561,0.92,0.3,0.15,3.5
1.7166095818834572,532.388293521485,3.0534400634313625,1.0,2.7083333333333335,7.8236000323589945,0.92,0.3,0.15,3.5
1.714297617342724,532.9475582716749,3.1257516410680535,1.0,2.75,8.002683042146,0.92,0.3,0.15,3.5
1.591434399297238,534.1440611583967,3.206473427849985,1.0,2.7916666666666665,7.688448967767116,0.92,0.3,0.15,3.5
1.5671456773981491,532.9070465499591,3.273025741202794,1.0,2.8333333333333335,8.001812356958494,0.92,0.3,0.15,3.5
1.7183900868742221,533.291272492618,2.9057901415751775,1.0,2.875,7.658104436376298,0.92,0.3,0.15,3.5
1.7309581281591002,530.3231417088743,3.080534123221574,1.0,2.9166666666666665,7.755000765493089,0.92,0.3,0.15,3.5
1.75184715082591,530.0558462594176,3.2407702705552306,1.0,2.9583333333333335,7.954803720786699,0.92,0.3,0.15,3.5
1.7161344296048708,533.3658911707583,3.0554085006764997,1.0,3.0,7.8622197528325986,0.92,0.3,0.15,3.5
1.6447689440775988,530.6187123444312,3.050383135317839,1.0,3.0416666666666665,7.775931486968532,0.92,0.3,0.15,3.5
1.6742550511137395,532.3781708928668,3.1495719195047824,1.0,3.0833333333333335,7.955984009271252,0.92,0.3,0.15,3.5
1.726697142623278,532.8199548904331,3.2314801370280932,1.0,3.125,7.769894422160278,0.92,0.3,0.15,3.5
1.6425806138284014,531.1503186674438,3.1920878304427953,1.0,3.1666666666666665,7.978247769226999,0.92,0.3,0.15,3.5
1.6271223815783233,528.677162682318,3.0285297007977365,1.0,3.2083333333333335,7.840481795121584,0.92,0.3,0.15,3.5
1.7397600930170811,532.015029972742,3.171657300694835,1.0,3.25,7.453517020196805,0.92,0.3,0.15,3.5
1.6979387292755177,532.0568608143011,3.214859842188885,1.0,3.2916666666666665,8.070350601314205,0.92,0.3,0.15,3.5
1.6529896588435584,532.3672365199391,3.1767702578284958,1.0,3.3333333333333335,7.790199508627069,0.92,0.3,0.15,3.5
1.7126992377002572,530.5665482732005,3.064254291937129,1.0,3.375,7.88655082305294,0.92,0.3,0.15,3.5
1.661831492061752,533.4075575366124,3.0840610375880724,1.0,3.4166666666666665,7.649453100399333,0.92,0.3,0.15,3.5
1.7490905157308094,530.0196117177553,3.168447219089361,1.0,3.4583333333333335,7.738199806357044,0.92,0.3,0.15,3.5
1.7088491739958118,531.0868468400992,3.1116865702282346,1.0,3.5,7.4529536317895895,0.92,0.3,0.15,3.5
1.7017401891394808,534.1728958970588,3.086805934613452,1.0,3.5416666666666665,8.158136103027386,0.92,0.3,0.15,3.5
1.7292824410984833,532.7145084058502,3.231957793043998,1.0,3.5833333333333335,7.694156813423301,0.92,0.3,0.15,3.5
1.7088327320178727,531.6964914936099,3.031205963316059,1.0,3.625,7.898586040555147,0.92,0.3,0.15,3.5
1.669540126720627,531.6801727074513,3.012793628167435,1.0,3.6666666666666665,7.584223293775429,0.92,0.3,0.15,3.5
1.7927429845038823,533.2858172743777,3.0713659758235954,1.0,3.7083333333333335,7.620538969995484,0.92,0.3,0.15,3.5
1.774971491264328,531.6788131116139,3.2117648099512883,1.0,3.75,7.547786951680718,0.92,0.3,0.15,3.5
1.718322968690555,532.2027005556903,3.1184375978493106,1.0,3.7916666666666665,8.065860401938647,0.92,0.3,0.15,3.5
1.6689313662167244,531.2676846499287,3.134416364531178,1.0,3.8333333333333335,7.783136684853462,0.92,0.3,0.15,3.5
1.7760469800861334,530.7756489496082,3.3195175862779025,1.0,3.875,7.935294386308215,0.92,0.3,0.15,3.5
1.6799388958971702,531.108970741689,3.1360552500150196,1.0,3.9166666666666665,7.666554919810895,0.92,0.3,0.15,3.5
1.6397940674982177,533.7356734642782,3.144587714550763,1.0,3.9583333333333335,7.863501853574222,0.92,0.3,0.15,3.5
1.6687606100317312,529.7061209082475,3.210218452437629,1.0,4.0,7.964504308967206,0.92,0.3,0.15,3.5
1.6405578060701922,530.9865651548469,3.1569688396000606,1.0,4.041666666666667,7.824975693612835,0.92,0.3,0.15,3.5
1.6408145588375205,530.4353240110369,3.2017158730065134,1.0,4.083333333333333,7.939180156754612,0.92,0.3,0.15,3.5
1.7417864705936958,530.2702005988672,3.1854338893951435,1.0,4.125,7.591308285248004,0.92,0.3,0.15,3.5
1.8193482339876832,529.667064574073,3.0810516569929196,1.0,4.166666666666667,7.415967219499211,0.92,0.3,0.15,3.5
1.6733301766738844,530.8246234008247,3.0725534958880227,1.0,4.208333333333333,7.690402288645653,0.92,0.3,0.15,3.5
1.6988708404472728,530.0809412658709,3.23038891158873,1.0,4.25,7.842305720468426,0.92,0.3,0.15,3.5
1.6518850510538643,529.2137862749773,3.2493393349099864,1.0,4.291666666666667,7.654087376399992,0.92,0.3,0.15,3.5
1.7196443633393317,531.218460214043,3.126687814965399,1.0,4.333333333333333,7.572637300354424,0.92,0.3,0.15,3.5
1.7263217437845768,529.2771839268953,3.2150203172177836,1.0,4.375,7.695569792518167,0.92,0.3,0.15,3.5
1.6876067261470589,528.3233749730273,3.124546063952381,1.0,4.416666666666667,7.600314662666556,0.92,0.3,0.15,3.5
1.651450069993744,530.4876039624085,3.0241014774590966,1.0,4.458333333333333,7.748829471686517,0.92,0.3,0.15,3.5
1.6047325624867648,531.8606299745734,3.2567480987149526,1.0,4.5,8.01296611323528,0.92,0.3,0.15,3.5
1.7403867583264794,530.1512942964509,3.292987316441948,1.0,4.541666666666667,7.867068735268434,0.92,0.3,0.15,3.5
1.7016817236586874,528.1666096019829,3.122342330014467,1.0,4.583333333333333,7.621196188466061,0.92,0.3,0.15,3.5
1.6979932475417145,530.3417673501685,3.1327028629842433,1.0,4.625,7.872256850835407,0.92,0.3,0.15,3.5
1.7047076908347736,530.2074522943963,3.246180210766593,1.0,4.666666666666667,7.540182140137231,0.92,0.3,0.15,3.5
1.7134890057332146,530.0007187194514,3.219579267850636,1.0,4.708333333333333,7.532254089639265,0.92,0.3,0.15,3.5
1.686098452520019,528.5807938446155,3.204047386464256,1.0,4.75,7.3791449284410335,0.92,0.3,0.15,3.5
1.7255961149042123,531.2052796250932,3.093868663085354,1.0,4.791666666666667,7.807777529383368,0.92,0.3,0.15,3.5
1.7323836320228927,531.0724022253263,2.9355447526487914,1.0,4.833333333333333,7.356148116404449,0.92,0.3,0.15,3.5
1.6143435779061612,531.9633340809072,3.31160962087877,1.0,4.875,7.62546991063095,0.92,0.3,0.15,3.5
1.6581774631599882,528.157434561983,3.195054054294291,1.0,4.916666666666667,7.676388247898399,0.92,0.3,0.15,3.5
1.5974436133133412,529.7487473816548,3.180683612786834,1.0,4.958333333333333,8.018766543633738,0.92,0.3,0.15,3.5
1.6076829779497415,529.7285716815552,3.1905532744004894,1.0,5.0,7.9549653502736515,0.92,0.3,0.15,3.5
1.6801808052647877,528.2560575909431,3.2968448986048995,1.0,5.041666666666667,7.939556346247168,0.92,0.3,0.15,3.5
1.5735096109990216,529.3553217421246,3.2059137766480736,1.0,5.083333333333333,7.908536240286682,0.92,0.3,0.15,3.5
1.712136745162457,528.1916776080188,3.0923209340732285,1.0,5.125,7.410881816710662,0.92,0.3,0.15,3.5
1.6849686991812385,527.5477596179458,3.118039845720856,1.0,5.166666666666667,7.9942746864126475,0.92,0.3,0.15,3.5
1.6845188142841525,532.2357949294998,3.1680318593280647,1.0,5.208333333333333,7.722809463179591,0.92,0.3,0.15,3.5
1.6913778493167273,529.4676269423985,3.332537558616763,1.0,5.25,7.30824845995839,0.92,0.3,0.15,3.5
1.7018356953997955,528.7321155388236,3.1915451537564112,1.0,5.291666666666667,7.786401286330422,0.92,0.3,0.15,3.5
1.6900189628385776,527.6547685352706,3.2015939377878726,1.0,5.333333333333333,7.029031278305812,0.92,0.3,0.15,3.5
1.605330743057229,530.0064120271493,3.2217983497449443,1.0,5.375,7.863184693937336,0.92,0.3,0.15,3.5
1.6251740288306817,529.7531650732361,3.154586800445804,1.0,5.416666666666667,7.715306636183634,0.92,0.3,0.15,3.5
1.673029526336762,525.2362124326369,3.149602604988747,1.0,5.458333333333333,7.869254807880245,0.92,0.3,0.15,3.5
1.651962488193361,529.1957619067102,3.0987446294306213,1.0,5.5,7.611002940843813,0.92,0.3,0.15,3.5
1.6362176334787477,527.9561595222995,3.036434821379199,1.0,5.541666666666667,7.504874848191057,0.92,0.3,0.15,3.5
1.7109273860514778,527.0252499188746,3.133694973231844,1.0,5.583333333333333,7.287550302258614,0.92,0.3,0.15,3.5
1.6387930303317422,525.7683604851613,3.2586423562816305,1.0,5.625,7.727487849389957,0.92,0.3,0.15,3.5
1.6099197756346952,526.0761132015779,3.2090078288218464,1.0,5.666666666666667,7.818263423624769,0.92,0.3,0.15,3.5
1.668247841128732,526.7833954434286,3.238174393376423,1.0,5.708333333333333,7.6607126082183195,0.92,0.3,0.15,3.5
1.6061431940508777,528.5658998645752,3.1428310243056945,1.0,5.75,7.315433101868244,0.92,0.3,0.15,3.5
